date,avg_heart_rate_z
2020-06-21,0.1177480970907571
2020-06-22,0.11488455878716823
2020-06-23,0.1333218832119576
2020-06-24,0.1272620393323759
2020-06-25,0.12532141706055233
2020-06-26,0.11535288392109835
2020-06-27,0.12138847404635689
2020-06-28,0.09932562694997317
2020-06-29,0.11235409130585265
2020-06-30,0.12598931675962494
2020-07-01,0.12769882954811437
2020-07-02,0.1124352933179967
2020-07-03,0.08861986956369115
2020-07-04,0.09849506042496138
2020-07-05,0.10261279901233158
2020-07-06,0.10424556008012978
2020-07-07,0.10137944628398114
2020-07-08,0.11240914213199056
2020-07-09,0.09978284083825557
2020-07-10,0.10406896103011173
2020-07-11,0.10255102799154872
2020-07-12,0.11111287404720044
2020-07-13,0.11232008627902942
2020-07-14,0.11549271430766117
2020-07-15,0.11524394189066305
2020-07-16,0.10628834459405892
2020-07-17,0.09915908947809489
2020-07-18,0.08983795119828075
2020-07-19,0.10346547613256867
2020-07-20,0.09625398887760822
2020-07-21,0.10103421304338027
2020-07-22,0.11566236975831189
2020-07-23,0.09612292524797844
2020-07-24,0.0895441594166293
2020-07-25,0.10859045017105041
2020-07-26,0.08837345729142862
2020-07-27,0.0988865110903771
2020-07-28,0.10215098153286746
2020-07-29,0.09410799516507183
2020-07-30,0.10960912876297992
2020-07-31,0.11718073122230871
2020-08-01,0.12197860157393804
2020-08-02,0.10767140231211791
2020-08-03,0.12276933336267223
2020-08-04,0.13433786140221074
2020-08-05,0.13093740356576422
2020-08-06,0.10322803209626065
2020-08-07,0.10613534120796002
2020-08-08,0.09734941450568711
2020-08-09,0.12420441445182549
2020-08-10,0.1271607161293517
2020-08-11,0.10869853067274245
2020-08-12,0.11963466660152947
2020-08-13,0.11574587329394884
2020-08-14,0.10932293085240376
2020-08-15,0.12456031366963581
2020-08-16,0.10099704262321703
2020-08-17,0.11376617213889659
2020-08-18,0.10507679694207779
2020-08-19,0.11024372470030996
2020-08-20,0.10874138777150692
2020-08-21,0.10851308119977719
2020-08-22,0.11027989519103013
2020-08-23,0.10531392513918925
2020-08-24,0.10368857724693051
2020-08-25,0.11051909114791854
2020-08-26,0.13339838840076845
2020-08-27,0.11784718642794183
2020-08-28,0.10944522904254093
2020-08-29,0.11391475331138873
2020-08-30,0.10399499504807061
2020-08-31,0.11770535028570002
2020-09-01,0.12441654553453262
2020-09-02,0.12548880738015686
2020-09-03,0.11042421915580582
2020-09-04,0.10671879331907161
2020-09-05,0.09406839771481673
2020-09-06,0.1100900191487479
2020-09-07,0.10420104078901897
2020-09-08,0.1198413517333543
2020-09-09,0.12823542356336814
2020-09-10,0.08978306055381814
2020-09-11,0.10919479272959066
2020-09-12,0.09051059232658441
2020-09-13,0.10607893460701462
2020-09-14,0.09866948449048575
2020-09-15,0.09591664515014278
2020-09-16,0.09047478190115454
2020-09-17,0.09632903004683635
2020-09-18,0.11198140710111533
2020-09-19,0.10023494038483387
2020-09-20,0.09525484917854025
2020-09-21,0.0953840475772972
2020-09-22,0.11996337398974091
2020-09-23,0.10587663990043647
2020-09-24,0.10787848379685785
2020-09-25,0.10458667847302612
2020-09-26,0.09944006899534438
2020-09-27,0.1302368154182015
2020-09-28,0.13548689624128177
2020-09-29,0.13132188267217038
2020-09-30,0.12275841400610982
2020-10-01,0.1288504021133326
2020-10-02,0.10172038175246237
2020-10-03,0.12418095453427722
2020-10-04,0.1242512926494946
2020-10-05,0.11371374720809622
2020-10-06,0.11461333517759113
2020-10-07,0.11744485156890157
2020-10-08,0.10465928302029616
2020-10-09,0.10977654475171995
2020-10-10,0.11014260746317384
2020-10-11,0.11476522535251873
2020-10-12,0.11418775706367268
2020-10-13,0.11102818442165094
2020-10-14,0.11226379895616335
2020-10-15,0.10754184106037076
2020-10-16,0.10567239766763097
2020-10-17,0.09274930921692152
2020-10-18,0.11765419406744822
2020-10-19,0.11384084903871562
2020-10-20,0.11081508835111349
2020-10-21,0.10224010617918736
2020-10-22,0.11862350976135122
2020-10-23,0.1187298918758549
2020-10-24,0.10929711085778918
2020-10-25,0.12423409594028623
2020-10-26,0.13075877456363091
2020-10-27,0.10844931034293999
2020-10-28,0.14837445706298696
2020-10-29,0.12128205509527047
2020-10-30,0.12194167550014585
2020-10-31,0.12453186260310986
2020-11-01,0.12570521777637234
2020-11-02,0.12020996193333046
2020-11-03,0.10203711839634717
2020-11-04,0.12301614045365394
2020-11-05,0.11631625792631058
2020-11-06,0.09881951654184244
2020-11-07,0.12692235588815437
2020-11-08,0.10509066282985507
2020-11-09,0.10911761267117671
2020-11-10,0.12303126077714178
2020-11-11,0.1218088092828204
2020-11-12,0.10685841798241019
2020-11-13,0.11530326676860687
2020-11-14,0.13060457489303792
2020-11-15,0.12462012878019675
2020-11-16,0.10106295855822435
2020-11-17,0.12658523912778852
2020-11-18,0.09750328243627154
2020-11-19,0.09467283127141209
2020-11-20,0.10563662221480462
2020-11-21,0.1192895258534601
2020-11-22,0.1049944403003367
2020-11-23,0.09360710218581511
2020-11-24,0.10691435331983035
2020-11-25,0.10784527457941784
2020-11-26,0.10420230045822268
2020-11-27,0.1018311491656322
2020-11-28,0.11332965491436549
2020-11-29,0.12202617966774078
2020-11-30,0.11019172236279542
2020-12-01,0.12148380036209602
2020-12-02,0.11530535119678172
2020-12-03,0.10808486552324936
2020-12-04,0.11517668231912369
2020-12-05,0.1131335688975863
2020-12-06,0.11406030343290846
2020-12-07,0.12282159185117845
2020-12-08,0.12107725185561545
2020-12-09,0.10320455081611284
2020-12-10,0.10867438105370966
2020-12-11,0.11542702884042345
2020-12-12,0.10977341765534508
2020-12-13,0.10464597082742777
2020-12-14,0.11664761726035545
2020-12-15,0.113394726120917
2020-12-16,0.14223921024086605
2020-12-17,0.09758602481970263
2020-12-18,0.1041309501293025
2020-12-19,0.1079733977334944
2020-12-20,0.1068632031988152
2020-12-21,0.12214662584149803
2020-12-22,0.10722713930592946
2020-12-23,0.13630932105442653
2020-12-24,0.10381851243580532
2020-12-25,0.10128555437732448
2020-12-26,0.10618474608342238
2020-12-27,0.11671528816903884
2020-12-28,0.0913349367537744
2020-12-29,0.14198320208109935
2020-12-30,0.12921964823912596
2020-12-31,0.11653753589380611
2021-01-01,0.10194446796201222
2021-01-02,0.09724847991714859
2021-01-03,0.14595286274440897
